MYEAR	SDATE	STIME	SHIPC	SHARKID_MD5	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	MNDEP	MXDEP	BQIm	Q_BQIm
2016	2016-06-02			ea98b8bf220bd6b0c009d696b6f82004	G 10	62.89055	18.28903	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	52.8	52.8	8.14139	
2016	2016-06-02			4e42922a53623eb5b23876e5cc8f268d	G 11	62.86508	18.29177	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	74.5	74.5	7.34231	
2016	2016-06-02			d3cb3bb94d7d52bd59f0e1dec8148865	G 4	62.86232	18.20898	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	47.8	47.8	3.61397	
2016	2016-06-02			f9966a39e22bf93aa4e4aeded239cfa7	G 8	62.89275	18.24625	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	11	11	4.45634	
2016	2016-06-02			13630dc6ed4892a67115b0fcac5a387f	G 9	62.89412	18.28015	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	38.8	38.8	6.25329	
2016	2016-06-02			3cd5074d44b44aa371775fa7c2ce5d1f	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 1	62.83953	18.21042	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	12.7	12.7	8.99049	
2016	2016-06-02			11faa753a200660d8675cef6c2a05673	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12	62.85610	18.25963	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	67.2	67.2	6.35338	
2016	2016-06-02			b05a1cc7517713c09cc2e3eb096d2445	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2	62.83917	18.22142	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	30.1	30.1	3.39819	
2016	2016-06-02			c38ebbeb82e0bed9287ec5815f569ab5	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3	62.85312	18.22547	625180-181655	Gaviksfjärden	Bottenhavet	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2 - Havsområde innanför 1 NM	13	13	8.14535	
2016	2016-05-31			1954e75d102a4ba5492b67632821915e	18	60.43148	18.81035	603870-181301	Öregrunds kustvatten	Bottenhavet	Norra Östersjöns vattendistrikt	17 - Södra Bottenhavet. Yttre kustvatten	2 - Havsområde innanför 1 NM	64.5	64.5	3.50098	
2016	2016-05-31		77UR	91f27ef13ed41b19cf7a92bb08c67a4d	Bjf 2	59.37047	18.98640	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	13.5	13.5	5.31604	
2016	2016-05-31		77UR	bbad32b885674e4232e5edf6d1bc2ad0	Bjf 3	59.41790	18.99668	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	38	38	6.86968	
2016	2016-05-31		77UR	c9be6bf4d2727e92c59da760d9c1f351	Bjf 4	59.43818	19.03980	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	75	75	1.30964	
2016	2016-05-30		77UR	4d379961aea7ec671e38b410e180fc08	Bjf 1	59.33405	18.92185	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	40	40	4.02921	
2016	2016-05-30		77UR	c06fbc798e99db535e41e54da70f7812	Bjf 10	59.33003	19.07630	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	41	41	5.10239	
2016	2016-05-30		77UR	f2744c37c54c1e31ee3ae20659c19132	Bjf 5	59.46093	19.03758	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	49	49	8.05715	
2016	2016-05-30		77UR	e698b62adc205d3fbddef4107ca3cf1e	Bjf 6	59.40272	19.19408	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	25	25	5.03621	
2016	2016-05-30		77UR	94538f1cf30413d3928156d096e43837	Bjf 7	59.38917	19.08868	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	41.5	41.5	4.69568	
2016	2016-05-30		77UR	ea37e4c3f709a168201c3291666cfc17	Bjf 8	59.38255	19.12467	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	57	57	2.83656	
2016	2016-05-30		77UR	3f9fd9246259e7877caf2b15daffb170	Bjf 9	59.35898	19.10290	592000-190500	Björkskärsfjärden	N Gotlandshavet	Norra Östersjöns vattendistrikt	15 - Stockholms skärgård. Yttre kustvatten	2 - Havsområde innanför 1 NM	48.5	48.5	6.05768	
2016	2016-05-29			f89b34031d81e70a8f4e9fd56b825a85	L1	56.55067	12.93050	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	5	5	4.03212	
2016	2016-05-29			7f83ee48038ffc1e74fa7e637c13e6c2	L1	56.55067	12.93050	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	5	5	3.28864	
2016	2016-05-29			348f9d83ab2ffa28a0d464cca7f330b6	L1	56.55067	12.93050	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	5	5	3.7066	
2016	2016-05-29			4afb0d8359cc01ef01f26933ff9b371c	L1	56.55067	12.93050	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	5	5	4.76773	
2016	2016-05-29			57aac00136d877653a3b1a992330f7d6	L1	56.55067	12.93050	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	5	5	2.47883	
2016	2016-05-29			e9b305c0eb41178a7a1a475a6fb579ae	L2	56.55067	12.92183	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	9	9	6.11176	
2016	2016-05-29			e1d470340f3a007237c40e82911cfdfc	L2	56.55067	12.92183	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	9	9	5.74806	
2016	2016-05-29			3dba2aa1e6b4a0c55c531dbfa0473041	L2	56.55067	12.92183	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	9	9	5.89458	
2016	2016-05-29			ceca8e67b0ef43c7d95478d349ee00dc	L2	56.55067	12.92183	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	9	9	3.83633	
2016	2016-05-29			89c90bc006985f16355187a23be8f543	L2	56.55067	12.92183	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	9	9	5.74126	
2016	2016-05-29			27b655f736dae85d9fcbbc9b6ce353b4	L3	56.56167	12.82500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	16	16	4.12693	
2016	2016-05-29			47d67f6c501fe046808ffb3089f4ea37	L3	56.56167	12.82500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	16	16	6.73784	
2016	2016-05-29			6a71f9ed99ae6eb1e8debd7968f144e1	L3	56.56167	12.82500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	16	16	6.03042	
2016	2016-05-29			4f8774704f565f992f886e06b988d97d	L3	56.56167	12.82500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	16	16	6.24	
2016	2016-05-29			4ea78f6572cda390f70d5c37335aaa19	L3	56.56167	12.82500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	16	16	6.36137	
2016	2016-05-29			5b683e9ba3f212b0bb6ab9a1919478cd	L5	56.56833	12.61333	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	7.86758	
2016	2016-05-29			5fbd0f1e75e2810197831ebcda9c0bc6	L5	56.56833	12.61333	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	9.11911	
2016	2016-05-29			f7b5801c99341363369505bcc9d35014	L5	56.56833	12.61333	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	8.9746	
2016	2016-05-29			19fb00789b32ff86d8537844e4c65263	L5	56.56833	12.61333	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	8.03399	
2016	2016-05-29			ef2b9977c23a3fb814ce1f84baeb4f8a	L5	56.56833	12.61333	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	9.09268	
2016	2016-05-29			335f2a94e0ea25d03775bb261eaf949c	L9 LAHOLMSBUKTEN	56.56500	12.72000	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	20	20	9.33039	
2016	2016-05-29			f235a2b6ee28a9dd644d7fce5a2eef50	L9 LAHOLMSBUKTEN	56.56500	12.72000	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	20	20	8.61764	
2016	2016-05-29			e734985df9ff071e744584bf23796aaf	L9 LAHOLMSBUKTEN	56.56500	12.72000	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	20	20	5.51979	
2016	2016-05-29			5650d6652f896d3e98ac1c34f12db168	L9 LAHOLMSBUKTEN	56.56500	12.72000	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	20	20	9.32458	
2016	2016-05-29			e20ebbd1e40452f9125647b0393cf771	L9 LAHOLMSBUKTEN	56.56500	12.72000	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	20	20	8.43784	
2016	2016-05-29			9224051e34f2e24b8c8a4b3b9b851390	LKN6	56.54833	12.68667	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	20	20	8.46763	
2016	2016-05-29			f894795ed44d915867cbfbd00008ebcc	LKN7	56.52750	12.67167	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	9.40177	
2016	2016-05-29			5b2f5a00c37aaf663b18bfbdcbfb7a53	LKN8	56.53083	12.62000	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	21	21	9.01749	
2016	2016-05-29			df6f4444353b6350862fcb8f82c6ea65	LKN9	56.51417	12.65167	563000-123351	Laholmsbuktens kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	22	22	8.46192	
2016	2016-05-29			19e792808d3382409d3a0f4dc98cfcb3	LN10	56.57917	12.91667	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	8.8	8.8	3.6189	
2016	2016-05-29			87aa3bc09c9548cf77dc7b8bfe67368b	LN16	56.58333	12.74167	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	18	18	0.916636	
2016	2016-05-29			9ff7e8516cd21a4a297cb5387fabe4c5	LN21	56.56667	12.78083	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	15	15	3.89306	
2016	2016-05-29			8921c59ea5de3d3569cff3774ab55c83	LN22	56.55667	12.85333	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	4.1526	
2016	2016-05-29			053930366ecde513497ecf5a5064b098	LN23	56.54083	12.87667	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	5.0	
2016	2016-05-29			afa435b42493a2730b80064887c11aad	LN24	56.52583	12.85667	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	14	14	2.55823	
2016	2016-05-29			348ae9d74546b61c82d2305d3464fc0f	LN25	56.53833	12.82333	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	6.58659	
2016	2016-05-29			773a09266957332757ce7ceafd9792ce	LN3	56.60417	12.85417	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	12.8	12.8	5.35662	
2016	2016-05-29			8d52e2c772b13483fa3091143ca41e7d	LN4	56.56833	12.88833	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13.8	13.8	6.03531	
2016	2016-05-29			d07c059a1ed73052bb6648fe3a7b7b5b	LN6	56.52583	12.92833	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	6.5	6.5	4.26511	
2016	2016-05-29			9ef6696cd241fc4fd753a0f38c37a200	ÄL4	56.55667	12.74167	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	18	18	9.11731	
2016	2016-05-29			de0154f9319fd9560f2d8c0c3d55d0cd	ÄL4	56.55667	12.74167	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	18	18	9.23572	
2016	2016-05-29			0636f0deec556a8a7f34893abdedcee6	ÄL4	56.55667	12.74167	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	18	18	9.16731	
2016	2016-05-29			d39c0422510a25fbf68debe129123dec	ÄL4	56.55667	12.74167	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	18	18	8.54941	
2016	2016-05-29			259b54fced2164a7cc763e70979a93ad	ÄL4	56.55667	12.74167	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	18	18	8.24017	
2016	2016-05-29			14631e11a265f853b1b5a31e1acc7362	ÄL9	56.50833	12.88500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	3.33708	
2016	2016-05-29			247dfc7dbf0e1dc6e3567159e42e42aa	ÄL9	56.50833	12.88500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	2.6321	
2016	2016-05-29			468a467fedc51e9d1be04ef1deab7173	ÄL9	56.50833	12.88500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	4.93296	
2016	2016-05-29			71f5409079a7ef1af6fad7199d0cbfdf	ÄL9	56.50833	12.88500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	2.60928	
2016	2016-05-29			de137bcb83e517abf0ed3add46ed499b	ÄL9	56.50833	12.88500	563330-124600	Laholmsbukten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	3.81893	
2016	2016-05-28			338a3cf6fbdaf3a404327e336744995f	KBG18	57.18083	12.17083	570900-121060	Balgöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	6.6	6.6	1.75735	
2016	2016-05-28			aae20fa0a9f40f80d3082c6e92bc3ab0	KBG26	57.17983	12.15917	570900-121060	Balgöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	2.27703	
2016	2016-05-28			7396cdb078a4e05530468bcdea58bbf1	KL2	57.19300	12.14783	571240-121000	Klosterfjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7	7	3.81201	
2016	2016-05-28			8e9a50a83cd34235f0d02b33c5b7bffb	KL3	57.20317	12.14183	571240-121000	Klosterfjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	2.35693	
2016	2016-05-28			85a92161c29b691184f9fbd6e63f7211	KL4	57.20000	12.15683	571240-121000	Klosterfjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	6	6	5.95599	
2016	2016-05-28			b668d8218c593422880e52a540080764	KL5	57.21250	12.15200	571240-121000	Klosterfjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7	7	5.33403	
2016	2016-05-28			93bd61e0e119203744320ff62a30f0d0	N11	57.18000	12.08333	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	20	11.6059	
2016	2016-05-28			0da81a38af266ef5504530179728c04f	N11	57.18000	12.08333	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	20	8.80273	
2016	2016-05-28			957e6ae904ce6bc81691657804eb6b8f	N11	57.18000	12.08333	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	20	8.45124	
2016	2016-05-28			3abde8067f30349e1683e2b04209e25b	N11	57.18000	12.08333	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	20	8.80974	
2016	2016-05-28			0f046b510fdba24ef2352170ca484916	N11	57.18000	12.08333	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	20	8.52155	
2016	2016-05-28			42a9e645bd37077b619faceedd561a68	N13 VÄRÖ	57.13667	12.10667	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	24	24	11.8983	
2016	2016-05-28			41c5e40eb5e49e9dfa2faf1284eeabff	N13 VÄRÖ	57.13667	12.10667	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	24	24	11.6523	
2016	2016-05-28			55c7f9c8219e60c4b4cd7254e051638d	N13 VÄRÖ	57.13667	12.10667	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	24	24	10.373	
2016	2016-05-28			b704b962a5256c7cf9d77094c76fd0d8	N13 VÄRÖ	57.13667	12.10667	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	24	24	11.5466	
2016	2016-05-28			d5a3e1c3feb0b12333faf22f35af6d77	N13 VÄRÖ	57.13667	12.10667	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	24	24	10.4484	
2016	2016-05-28			06cea9edc764471407132a168262267c	N9	57.22500	12.07417	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	21	21	11.3026	
2016	2016-05-28			40a73fa6a5f2e5368b9cf5c28330380f	N9	57.22500	12.07417	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	21	21	9.4212	
2016	2016-05-28			2c09da836f62e558c9575bd40258fcf9	N9	57.22500	12.07417	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	21	21	10.775	
2016	2016-05-28			02c26fd942422eb28ac56a345ee84ae7	N9	57.22500	12.07417	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	21	21	10.195	
2016	2016-05-28			947a9ca615f6d33ded1295824e3b2ade	N9	57.22500	12.07417	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	21	21	9.7631	
2016	2016-05-28			9fa767b4107c6079ea0990f5a034f9c4	NW Kråkhallarna	57.14567	12.16567	570900-121060	Balgöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	3.49035	
2016	2016-05-28			b5725faab9f815a0afd30c4e59240a4f	SMM2	56.80917	12.54667	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	2.74509	
2016	2016-05-28			b115cf6c8ca96af52411c6318851da30	SMM3	56.79533	12.56533	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	12	12	3.2413	
2016	2016-05-28			e6470c400e71fa7960212f7fa7a9af3d	SMM4	56.77333	12.58083	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	14	14	6.93137	
2016	2016-05-28			f8bc50bd72ba40ac73aaa18022d197ca	SMM5	56.74517	12.59350	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	6.16434	
2016	2016-05-28			936c932049792ac12305f344456acb45	SMN1	56.71150	12.62917	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	14	14	4.63418	
2016	2016-05-28			0448716a6e9749891ed1db608cbe4624	SMN2	56.70000	12.64100	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	14	14	6.53888	
2016	2016-05-28			7ee71afbd952a9923eef987a1d41f244	SMN3	56.68367	12.65483	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	7.13964	
2016	2016-05-28			c198e1595d74aa100cebc3beb25aeb39	SMN4	56.66783	12.67967	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	5.83493	
