MYEAR	STATN	SHIPC	SHARKID_MD5	SDATE	STIME	LATIT_DD	LONGI_DD	MNDEP	MXDEP	PARAM	VALUE	QFLAG	WLTYP	WATER_DISTRICT	SEA_AREA_NAME	SEA_AREA_CODE	WATER_TYPE_AREA	SEA_BASIN
2016	ÖVF 2:1 HELSINGBORG		81e2cae4fe1bbc806740b793774925bf	2016-06-07		56.02833	12.68667	29	29	BQIm	11.1125		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Helsingborgsområdet	562290-124131	06 - Öresunds kustvatten	Öresund
2016	ÖVF 2:1 HELSINGBORG		87add0933b4de20ee7112beab7b54892	2016-06-07		56.02833	12.68667	29	29	BQIm	11.1194		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Helsingborgsområdet	562290-124131	06 - Öresunds kustvatten	Öresund
2016	ÖVF 2:1 HELSINGBORG		ef8fd5513fb7f0a98e555b5487f89ffb	2016-06-07		56.02833	12.68667	29	29	BQIm	11.4823		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Helsingborgsområdet	562290-124131	06 - Öresunds kustvatten	Öresund
2016	G 10		ea98b8bf220bd6b0c009d696b6f82004	2016-06-02		62.89055	18.28903	52.8	52.8	BQIm	8.14139		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	G 11		4e42922a53623eb5b23876e5cc8f268d	2016-06-02		62.86508	18.29177	74.5	74.5	BQIm	7.34231		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	G 4		d3cb3bb94d7d52bd59f0e1dec8148865	2016-06-02		62.86232	18.20898	47.8	47.8	BQIm	3.61397		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	G 8		f9966a39e22bf93aa4e4aeded239cfa7	2016-06-02		62.89275	18.24625	11	11	BQIm	4.45634		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	G 9		13630dc6ed4892a67115b0fcac5a387f	2016-06-02		62.89412	18.28015	38.8	38.8	BQIm	6.25329		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 1		3cd5074d44b44aa371775fa7c2ce5d1f	2016-06-02		62.83953	18.21042	12.7	12.7	BQIm	8.99049		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		11faa753a200660d8675cef6c2a05673	2016-06-02		62.85610	18.25963	67.2	67.2	BQIm	6.35338		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		b05a1cc7517713c09cc2e3eb096d2445	2016-06-02		62.83917	18.22142	30.1	30.1	BQIm	3.39819		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		c38ebbeb82e0bed9287ec5815f569ab5	2016-06-02		62.85312	18.22547	13	13	BQIm	8.14535		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet
2016	18		1954e75d102a4ba5492b67632821915e	2016-05-31		60.43148	18.81035	64.5	64.5	BQIm	3.50098		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Öregrunds kustvatten	603870-181301	17 - Södra Bottenhavet. Yttre kustvatten	Bottenhavet
2016	Bjf 2	77UR	91f27ef13ed41b19cf7a92bb08c67a4d	2016-05-31		59.37047	18.98640	13.5	13.5	BQIm	5.31604		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 3	77UR	bbad32b885674e4232e5edf6d1bc2ad0	2016-05-31		59.41790	18.99668	38	38	BQIm	6.86968		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 4	77UR	c9be6bf4d2727e92c59da760d9c1f351	2016-05-31		59.43818	19.03980	75	75	BQIm	1.30964		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 1	77UR	4d379961aea7ec671e38b410e180fc08	2016-05-30		59.33405	18.92185	40	40	BQIm	4.02921		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 10	77UR	c06fbc798e99db535e41e54da70f7812	2016-05-30		59.33003	19.07630	41	41	BQIm	5.10239		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 5	77UR	f2744c37c54c1e31ee3ae20659c19132	2016-05-30		59.46093	19.03758	49	49	BQIm	8.05715		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 6	77UR	e698b62adc205d3fbddef4107ca3cf1e	2016-05-30		59.40272	19.19408	25	25	BQIm	5.03621		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 7	77UR	94538f1cf30413d3928156d096e43837	2016-05-30		59.38917	19.08868	41.5	41.5	BQIm	4.69568		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 8	77UR	ea37e4c3f709a168201c3291666cfc17	2016-05-30		59.38255	19.12467	57	57	BQIm	2.83656		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	Bjf 9	77UR	3f9fd9246259e7877caf2b15daffb170	2016-05-30		59.35898	19.10290	48.5	48.5	BQIm	6.05768		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Björkskärsfjärden	592000-190500	15 - Stockholms skärgård. Yttre kustvatten	N Gotlandshavet
2016	L1		f89b34031d81e70a8f4e9fd56b825a85	2016-05-29		56.55067	12.93050	5	5	BQIm	4.03212		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L1		7f83ee48038ffc1e74fa7e637c13e6c2	2016-05-29		56.55067	12.93050	5	5	BQIm	3.28864		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L1		348f9d83ab2ffa28a0d464cca7f330b6	2016-05-29		56.55067	12.93050	5	5	BQIm	3.7066		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L1		4afb0d8359cc01ef01f26933ff9b371c	2016-05-29		56.55067	12.93050	5	5	BQIm	4.76773		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L1		57aac00136d877653a3b1a992330f7d6	2016-05-29		56.55067	12.93050	5	5	BQIm	2.47883		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L2		e9b305c0eb41178a7a1a475a6fb579ae	2016-05-29		56.55067	12.92183	9	9	BQIm	6.11176		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L2		e1d470340f3a007237c40e82911cfdfc	2016-05-29		56.55067	12.92183	9	9	BQIm	5.74806		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L2		3dba2aa1e6b4a0c55c531dbfa0473041	2016-05-29		56.55067	12.92183	9	9	BQIm	5.89458		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L2		ceca8e67b0ef43c7d95478d349ee00dc	2016-05-29		56.55067	12.92183	9	9	BQIm	3.83633		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L2		89c90bc006985f16355187a23be8f543	2016-05-29		56.55067	12.92183	9	9	BQIm	5.74126		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L3		27b655f736dae85d9fcbbc9b6ce353b4	2016-05-29		56.56167	12.82500	16	16	BQIm	4.12693		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L3		47d67f6c501fe046808ffb3089f4ea37	2016-05-29		56.56167	12.82500	16	16	BQIm	6.73784		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L3		6a71f9ed99ae6eb1e8debd7968f144e1	2016-05-29		56.56167	12.82500	16	16	BQIm	6.03042		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L3		4f8774704f565f992f886e06b988d97d	2016-05-29		56.56167	12.82500	16	16	BQIm	6.24		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L3		4ea78f6572cda390f70d5c37335aaa19	2016-05-29		56.56167	12.82500	16	16	BQIm	6.36137		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L5		5b683e9ba3f212b0bb6ab9a1919478cd	2016-05-29		56.56833	12.61333	22	22	BQIm	7.86758		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L5		5fbd0f1e75e2810197831ebcda9c0bc6	2016-05-29		56.56833	12.61333	22	22	BQIm	9.11911		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L5		f7b5801c99341363369505bcc9d35014	2016-05-29		56.56833	12.61333	22	22	BQIm	8.9746		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L5		19fb00789b32ff86d8537844e4c65263	2016-05-29		56.56833	12.61333	22	22	BQIm	8.03399		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L5		ef2b9977c23a3fb814ce1f84baeb4f8a	2016-05-29		56.56833	12.61333	22	22	BQIm	9.09268		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L9 LAHOLMSBUKTEN		335f2a94e0ea25d03775bb261eaf949c	2016-05-29		56.56500	12.72000	20	20	BQIm	9.33039		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L9 LAHOLMSBUKTEN		f235a2b6ee28a9dd644d7fce5a2eef50	2016-05-29		56.56500	12.72000	20	20	BQIm	8.61764		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L9 LAHOLMSBUKTEN		e734985df9ff071e744584bf23796aaf	2016-05-29		56.56500	12.72000	20	20	BQIm	5.51979		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L9 LAHOLMSBUKTEN		5650d6652f896d3e98ac1c34f12db168	2016-05-29		56.56500	12.72000	20	20	BQIm	9.32458		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	L9 LAHOLMSBUKTEN		e20ebbd1e40452f9125647b0393cf771	2016-05-29		56.56500	12.72000	20	20	BQIm	8.43784		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LKN6		9224051e34f2e24b8c8a4b3b9b851390	2016-05-29		56.54833	12.68667	20	20	BQIm	8.46763		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LKN7		f894795ed44d915867cbfbd00008ebcc	2016-05-29		56.52750	12.67167	22	22	BQIm	9.40177		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LKN8		5b2f5a00c37aaf663b18bfbdcbfb7a53	2016-05-29		56.53083	12.62000	21	21	BQIm	9.01749		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LKN9		df6f4444353b6350862fcb8f82c6ea65	2016-05-29		56.51417	12.65167	22	22	BQIm	8.46192		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbuktens kustvatten	563000-123351	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN10		19e792808d3382409d3a0f4dc98cfcb3	2016-05-29		56.57917	12.91667	8.8	8.8	BQIm	3.6189		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN16		87aa3bc09c9548cf77dc7b8bfe67368b	2016-05-29		56.58333	12.74167	18	18	BQIm	0.916636		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN21		9ff7e8516cd21a4a297cb5387fabe4c5	2016-05-29		56.56667	12.78083	15	15	BQIm	3.89306		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN22		8921c59ea5de3d3569cff3774ab55c83	2016-05-29		56.55667	12.85333	13	13	BQIm	4.1526		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN23		053930366ecde513497ecf5a5064b098	2016-05-29		56.54083	12.87667	13	13	BQIm	5.0		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN24		afa435b42493a2730b80064887c11aad	2016-05-29		56.52583	12.85667	14	14	BQIm	2.55823		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN25		348ae9d74546b61c82d2305d3464fc0f	2016-05-29		56.53833	12.82333	13	13	BQIm	6.58659		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN3		773a09266957332757ce7ceafd9792ce	2016-05-29		56.60417	12.85417	12.8	12.8	BQIm	5.35662		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN4		8d52e2c772b13483fa3091143ca41e7d	2016-05-29		56.56833	12.88833	13.8	13.8	BQIm	6.03531		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	LN6		d07c059a1ed73052bb6648fe3a7b7b5b	2016-05-29		56.52583	12.92833	6.5	6.5	BQIm	4.26511		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL4		9ef6696cd241fc4fd753a0f38c37a200	2016-05-29		56.55667	12.74167	18	18	BQIm	9.11731		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL4		de0154f9319fd9560f2d8c0c3d55d0cd	2016-05-29		56.55667	12.74167	18	18	BQIm	9.23572		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL4		0636f0deec556a8a7f34893abdedcee6	2016-05-29		56.55667	12.74167	18	18	BQIm	9.16731		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL4		d39c0422510a25fbf68debe129123dec	2016-05-29		56.55667	12.74167	18	18	BQIm	8.54941		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL4		259b54fced2164a7cc763e70979a93ad	2016-05-29		56.55667	12.74167	18	18	BQIm	8.24017		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL9		14631e11a265f853b1b5a31e1acc7362	2016-05-29		56.50833	12.88500	13	13	BQIm	3.33708		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL9		247dfc7dbf0e1dc6e3567159e42e42aa	2016-05-29		56.50833	12.88500	13	13	BQIm	2.6321		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL9		468a467fedc51e9d1be04ef1deab7173	2016-05-29		56.50833	12.88500	13	13	BQIm	4.93296		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL9		71f5409079a7ef1af6fad7199d0cbfdf	2016-05-29		56.50833	12.88500	13	13	BQIm	2.60928		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	ÄL9		de137bcb83e517abf0ed3add46ed499b	2016-05-29		56.50833	12.88500	13	13	BQIm	3.81893		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	KBG18		338a3cf6fbdaf3a404327e336744995f	2016-05-28		57.18083	12.17083	6.6	6.6	BQIm	1.75735		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Balgöarkipelagen	570900-121060	01s - Västkustens inre kustvatten	N Kattegatt
2016	KBG26		aae20fa0a9f40f80d3082c6e92bc3ab0	2016-05-28		57.17983	12.15917	10	10	BQIm	2.27703		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Balgöarkipelagen	570900-121060	01s - Västkustens inre kustvatten	N Kattegatt
2016	KL2		7396cdb078a4e05530468bcdea58bbf1	2016-05-28		57.19300	12.14783	7	7	BQIm	3.81201		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Klosterfjorden	571240-121000	01s - Västkustens inre kustvatten	N Kattegatt
2016	KL3		8e9a50a83cd34235f0d02b33c5b7bffb	2016-05-28		57.20317	12.14183	11	11	BQIm	2.35693		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Klosterfjorden	571240-121000	01s - Västkustens inre kustvatten	N Kattegatt
2016	KL4		85a92161c29b691184f9fbd6e63f7211	2016-05-28		57.20000	12.15683	6	6	BQIm	5.95599		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Klosterfjorden	571240-121000	01s - Västkustens inre kustvatten	N Kattegatt
2016	KL5		b668d8218c593422880e52a540080764	2016-05-28		57.21250	12.15200	7	7	BQIm	5.33403		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Klosterfjorden	571240-121000	01s - Västkustens inre kustvatten	N Kattegatt
2016	N11		93bd61e0e119203744320ff62a30f0d0	2016-05-28		57.18000	12.08333	20	20	BQIm	11.6059		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N11		0da81a38af266ef5504530179728c04f	2016-05-28		57.18000	12.08333	20	20	BQIm	8.80273		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N11		957e6ae904ce6bc81691657804eb6b8f	2016-05-28		57.18000	12.08333	20	20	BQIm	8.45124		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N11		3abde8067f30349e1683e2b04209e25b	2016-05-28		57.18000	12.08333	20	20	BQIm	8.80974		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N11		0f046b510fdba24ef2352170ca484916	2016-05-28		57.18000	12.08333	20	20	BQIm	8.52155		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N13 VÄRÖ		42a9e645bd37077b619faceedd561a68	2016-05-28		57.13667	12.10667	24	24	BQIm	11.8983		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N13 VÄRÖ		41c5e40eb5e49e9dfa2faf1284eeabff	2016-05-28		57.13667	12.10667	24	24	BQIm	11.6523		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N13 VÄRÖ		55c7f9c8219e60c4b4cd7254e051638d	2016-05-28		57.13667	12.10667	24	24	BQIm	10.373		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N13 VÄRÖ		b704b962a5256c7cf9d77094c76fd0d8	2016-05-28		57.13667	12.10667	24	24	BQIm	11.5466		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N13 VÄRÖ		d5a3e1c3feb0b12333faf22f35af6d77	2016-05-28		57.13667	12.10667	24	24	BQIm	10.4484		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N9		06cea9edc764471407132a168262267c	2016-05-28		57.22500	12.07417	21	21	BQIm	11.3026		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N9		40a73fa6a5f2e5368b9cf5c28330380f	2016-05-28		57.22500	12.07417	21	21	BQIm	9.4212		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N9		2c09da836f62e558c9575bd40258fcf9	2016-05-28		57.22500	12.07417	21	21	BQIm	10.775		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N9		02c26fd942422eb28ac56a345ee84ae7	2016-05-28		57.22500	12.07417	21	21	BQIm	10.195		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	N9		947a9ca615f6d33ded1295824e3b2ade	2016-05-28		57.22500	12.07417	21	21	BQIm	9.7631		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt
2016	NW Kråkhallarna		9fa767b4107c6079ea0990f5a034f9c4	2016-05-28		57.14567	12.16567	10	10	BQIm	3.49035		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Balgöarkipelagen	570900-121060	01s - Västkustens inre kustvatten	N Kattegatt
2016	SMM2		b5725faab9f815a0afd30c4e59240a4f	2016-05-28		56.80917	12.54667	13	13	BQIm	2.74509		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	S m Hallands kustvatten	564500-122601	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	SMM3		b115cf6c8ca96af52411c6318851da30	2016-05-28		56.79533	12.56533	12	12	BQIm	3.2413		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	S m Hallands kustvatten	564500-122601	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
