OBJECTID *	Shape *	EU_CD	MS_CD	VISS_EU_CD	VISS_MS_CD	NAMN	TYP_NFS06	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	DATUM	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	Shape_Area	TYPOMR_KOD	TYPOMRNAMN
40	Polygon	SEB1106DC3-F1CC-4AFB-B9A6-4F601C0CF45E	WA56323608	SE560900-151260	SE560900-151260	Spjälköområdet	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560900-151260	2006-12-31	2010	Spjälköområdet_(56.15,15.2)	N	 	 	34745.91146	9465454.93	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
41	Polygon	SE69E97BEB-8289-4FB9-88BA-6F176A707778	WA29250443	SE560930-150810	SE560930-150810	Vierydfjorden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560930-150810	2006-12-31	2010	Vierydfjorden_(56.15,15.13)	N	 	 	14074.1709	2135303.547	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
42	Polygon	SE51ECB43B-AF42-4C5B-A47F-C852603981F2	WA33618420	SE560940-151740	SE560940-151740	Ronnebyfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560940-151740	2006-12-31	2010	Ronnebyfjärden_(56.15,15.29)	N	 	 	34284.37392	10302713.76	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
43	Polygon	SEE1E2C4BB-2020-4848-9F3F-0ED515BADD1A	WA79602278	SE560950-145810	SE560950-145810	Matviksfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560950-145810	2006-12-31	2010	Matviksfjärden_(56.16,14.96)	N	 	 	10630.09294	2066771.163	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
44	Polygon	SEFF5D2732-5DBC-4DED-8793-AAE3301566A9	WA84012648	SE561000-150390	SE561000-150390	Järnavikafjärden sek namn	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561000-150390	2006-12-31	2010	Järnavikafjärden sek namn_(56.17,15.07)	N	 	 	21572.49039	3878186.867	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
45	Polygon	SE5455B097-5CDC-429A-ACB2-0D38BF33BAC3	WA15941556	SE561000-152500	SE561000-152500	Kålfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561000-152500	2006-12-31	2010	Kålfjärden_(56.17,15.42)	N	 	 	35239.42351	8250526.369	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
46	Polygon	SE3FB32706-075C-4216-AB9E-291707D34A60	WA18227381	SE561000-153320	SE561000-153320	Danmarksfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561000-153320	2006-12-31	2010	Danmarksfjärden_(56.17,15.55)	N	 	 	55387.91146	14968854.81	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
47	Polygon	SE7203DB0C-1376-4745-BBA4-D7D5AD0A72CB	WA51490708	SE561005-150250	SE561005-150250	Tjäröfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561005-150250	2006-12-31	2010	Tjäröfjärden_(56.16,15.04)	N	 	 	27041.42891	3961804.26	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
49	Polygon	SEC3CF4ACF-8570-4E6B-9B92-FCA08EB4943E	WA80919054	SE561080-153835	SE561080-153835	Lyckebyfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561080-153835	2006-12-31	2010	Lyckebyfjärden_(56.18,15.64)	N	 	 	11390.32628	2228774.512	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
50	Polygon	SEBA39AB07-F5F9-4DE4-A79A-9B8BD7102B44	WA66777439	SE561150-147620	SE561150-147620	Yttre Pukaviksbukten	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561150-147620	2011-11-08	2012_2	Yttre Pukaviksbukten_(56.12,14.76)	N	 	 	39788.29372	24780265.36	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
52	Polygon	SE58B2F919-6486-4EA1-B152-2CC9814EB346	WA20257349	SE561480-148220	SE561480-148220	Stärnö Sandvik	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561480-148220	2011-11-08	2012_2	Stärnö Sandvik_(56.15,14.82)	N	 	 	14043.42454	3470662.161	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
62	Polygon	SE13697EA6-C769-4C1C-A0D1-0D27F2903428	WA54241773	SE563770-161670	SE563770-161670	Hossmoviken	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563770-161670	2006-12-31	2010	Hossmoviken_(56.62,16.27)	N	 	 	17002.71322	5772849.468	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
63	Polygon	SE2F955046-3BF5-4FA9-A037-CF79214398AF	WA27917257	SE563825-161810	SE563825-161810	Västra sjön	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563825-161810	2006-12-31	2010	Västra sjön_(56.64,16.29)	N	 	 	29024.93493	7664874.72	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
64	Polygon	SE44DC0522-7C7A-41D6-A38F-AEB6971027DD	WA75592769	SE564250-162500	SE564250-162500	S n Kalmarsund	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE564250-162500	2006-12-31	2010	S n Kalmarsund_(56.73,16.43)	N	 	 	80173.31721	81452747.31	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
66	Polygon	SEBCC6ED11-1E8A-49A9-9E3C-7B7CDD358E4F	WA66736802	SE565000-162825	SE565000-162825	Bockskärs skärgård	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE565000-162825	2006-12-31	2010	Bockskärs skärgård_(56.84,16.46)	N	 	 	95076.90535	47438211.19	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
68	Polygon	SEE05B8E84-B3CD-482A-A74C-64941939106D	WA77978725	SE565460-163000	SE565460-163000	Pataholmsviken	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE565460-163000	2006-12-31	2010	Pataholmsviken_(56.91,16.49)	N	 	 	33135.5019	19583816.56	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
69	Polygon	SE4F6FCA13-7B03-4730-BCB1-F1FB2EC687D4	WA17246945	SE565800-163000	SE565800-163000	Lövöområdet sek namn	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE565800-163000	2016-12-12	2016	Lövöområdet sek namn_(56.98,16.53)	N	 	 	71275.48215	35302073.91	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
72	Polygon	SE9F84458E-13DD-431A-B51A-C1487986242F	WA82075042	SE570080-163430	SE570080-163430	Mönsteråsområdet sek namn	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570080-163430	2006-12-31	2010	Mönsteråsområdet sek namn_(57.01,16.58)	N	 	 	80424.74848	28956373.09	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
75	Polygon	SEA204F7CD-00C7-4698-B453-745A64ADD70C	WA37663126	SE570340-163710	SE570340-163710	Ödänglaområdet sek namn	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570340-163710	2006-12-31	2010	Ödänglaområdet sek namn_(57.06,16.62)	N	 	 	38518.7398	17515326.71	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
77	Polygon	SE8C0BB073-75AA-48D9-99F3-CED1A224F601	WA71672791	SE570500-163750	SE570500-163750	Emområdet sek namn	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570500-163750	2006-12-31	2010	Emområdet sek namn_(57.09,16.61)	N	 	 	50611.72456	29246022.51	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
78	Polygon	SE44ED66E9-1549-457E-87DC-8F45942058D2	WA32471796	SE570730-163715	SE570730-163715	Taktöområdet sek namn	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570730-163715	2006-12-31	2010	Taktöområdet sek namn_(57.12,16.61)	N	 	 	25523.1967	14653180.47	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
84	Polygon	SEBAC23882-516D-4BF3-B9AA-DBFBBF64458C	WA75358869	SE571450-163320	SE571450-163320	Oskarshamnsområdet	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571450-163320	2009-09-10	2010	Oskarshamnsområdet_(57.24,16.54)	N	 	 	90113.36316	93733032.57	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
85	Polygon	SEB11F2BC8-9AEB-4703-A578-ABC7DA1994BE	WA46546830	SE571552-162848	SE571552-162848	Inre Oskarshamnsområdet	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571552-162848	2009-09-10	2010	Inre Oskarshamnsområdet_(57.26,16.47)	N	 	 	8238.712495	1245145.653	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
88	Polygon	SEE1B0EA66-8055-4E07-A541-C07E65E7BAAF	WA38132339	SE572000-163835	SE572000-163835	Figeholmsområdets kustvatten	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572000-163835	2006-12-31	2010	Figeholmsområdets kustvatten_(57.34,16.64)	N	 	 	96667.7863	65854734.09	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
93	Polygon	SE267B5E7A-5436-4528-878E-9E154DC34DF5	WA32815758	SE572205-163500	SE572205-163500	Fågelöfjärden	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572205-163500	2006-12-31	2010	Fågelöfjärden_(57.37,16.58)	N	 	 	19155.74537	5717164.571	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
98	Polygon	SE8E9069C1-38D5-4C85-AFB6-5A8ECC671676	WA58194721	SE572500-164500	SE572500-164500	Simpevarpsområdet	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572500-164500	2006-12-31	2010	Simpevarpsområdet_(57.41,16.75)	N	 	 	66808.66588	81500647.28	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
482	Polygon	SE80443C35-1C7B-416C-AEF1-BC907DBAD772	WA80622684	SE622384-147046	SE622384-147046	Bredasund	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622384-147046	2007-03-29	2010	Bredasund_(56.14,15.33)	N	 	 	6498.784738	705936.0096	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
532	Polygon	SEF961F5B0-BA26-421F-BC9C-4BBC49E12230	WA55903183	SE633846-154163	SE633846-154163	Påskallavikområdet	8	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633846-154163	2011-11-23	2012_2	Påskallavikområdet_(57.17,16.49)	N	 	 	35596.9159	16107028.67	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten
26	Polygon	SE946EA167-BCA4-48D2-B042-698A870FA7B4	WA30593473	SE560700-155801	SE560700-155801	S v s Kalmarsunds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560700-155801	2006-12-31	2010	S v s Kalmarsunds kustvatten_(56.15,15.97)	N	 	 	131709.7469	178932404.8	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
51	Polygon	SEA6DB9275-E191-4423-BF03-F49F221C57F2	WA24322694	SE561400-161201	SE561400-161201	S Kalmarsunds utsjövatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561400-161201	2006-12-31	2010	S Kalmarsunds utsjövatten_(56.3,16.24)	N	 	 	174289.8105	679711884.4	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
54	Polygon	SE5CA46A28-2E6C-4C9A-86BB-385F59206710	WA32437375	SE562000-162271	SE562000-162271	Ö s Kalmarsunds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562000-162271	2006-12-31	2010	Ö s Kalmarsunds kustvatten_(56.65,16.44)	N	 	 	143795.9976	165334599	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
55	Polygon	SEE8AA5382-0341-478F-BA1C-CE9197B31862	WA32476518	SE562050-160820	SE562050-160820	M v s Kalmarsunds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562050-160820	2006-12-31	2010	M v s Kalmarsunds kustvatten_(56.35,16.12)	N	 	 	91711.96134	101797860.6	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
60	Polygon	SE5741EC57-1D00-4949-BE11-63E9130B31AD	WA61554367	SE563100-161500	SE563100-161500	N v s Kalmarsunds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563100-161500	2006-12-31	2010	N v s Kalmarsunds kustvatten_(56.48,16.21)	N	 	 	115395.4013	118454564.2	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
67	Polygon	SE93A482FD-6218-46B4-BC7E-0007B262803B	WA96811672	SE565400-163600	SE565400-163600	M n Kalmarsunds utsjövatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE565400-163600	2006-12-31	2010	M n Kalmarsunds utsjövatten_(56.93,16.63)	N	 	 	103443.7756	327840259.5	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
81	Polygon	SE6BE462BD-A040-4070-BB86-601A2D4FB568	WA60004545	SE570900-164501	SE570900-164501	N n Kalmarsunds utsjövatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570900-164501	2006-12-31	2010	N n Kalmarsunds utsjövatten_(57.19,16.69)	N	 	 	163867.7377	885417420.2	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
472	Polygon	SE3E0CD380-ECB1-4714-A069-F0EEBAFC36B7	WA99727116	SE621157-148904	SE621157-148904	Östra Blekinge skärgårds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621157-148904	2007-03-27	2010	Östra Blekinge skärgårds kustvatten_(56.03,15.64)	N	 	 	90592.81796	228812339.7	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
474	Polygon	SE6E8F9E88-305E-4E8A-9228-E0D1A0F48399	WA24541831	SE621688-144133	SE621688-144133	Västra Blekinge skärgårds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621688-144133	2007-03-27	2010	Västra Blekinge skärgårds kustvatten_(56.08,14.86)	N	 	 	61030.01175	164539304.2	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
478	Polygon	SEDD32C380-1E82-42FC-B0C2-6D1D9167641B	WA15264917	SE622011-146303	SE622011-146303	Mellersta Blekinge skärgårds kustvatten	9	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622011-146303	2007-03-27	2010	Mellersta Blekinge skärgårds kustvatten_(56.11,15.1)	N	 	 	100122.8529	186539533.5	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten
57	Polygon	SEF18FCBD0-58B4-481F-B1C2-CD6175A2342D	WA41402327	SE562410-164001	SE562410-164001	S Ölands kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562410-164001	2006-12-31	2010	S Ölands kustvatten_(56.5,16.65)	N	 	 	180985.9488	201866968.7	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
71	Polygon	SE0FE6B45D-2AD4-4005-819D-602F18DF998D	WA43220560	SE570000-170351	SE570000-170351	N Ölands kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570000-170351	2006-12-31	2010	N Ölands kustvatten_(57.07,17.01)	N	 	 	197691.7417	229131273	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
73	Polygon	SEE2FEB7A1-973A-4444-B98D-9DDCDF27FEB6	WA85439414	SE570200-182500	SE570200-182500	Slesviken	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570200-182500	2006-12-31	2010	Slesviken_(57.06,18.4)	N	 	 	42751.51094	60543455.79	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
74	Polygon	SE10FCAB23-9A54-4025-8576-90F2827644B8	WA73420264	SE570270-181160	SE570270-181160	Burgsviken	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570270-181160	2006-12-31	2010	Burgsviken_(57.06,18.26)	N	 	 	34476.12251	32204248.35	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
76	Polygon	SE903A6B81-1A1F-4009-A7E5-2D36EBF0D209	WA59269436	SE570450-180651	SE570450-180651	V Gotlands s kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570450-180651	2006-12-31	2010	V Gotlands s kustvatten_(57.1,18.13)	N	 	 	148030.2981	208514848.7	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
79	Polygon	SEDE6E1245-0FC7-45C2-A6BF-71FF8BFE4810	WA52402997	SE570850-182920	SE570850-182920	Gansviken	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570850-182920	2006-12-31	2010	Gansviken_(57.14,18.47)	N	 	 	40786.12588	36609809.83	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
82	Polygon	SEFB9CEFF9-4D88-417D-A115-D9D6F302F91C	WA59098932	SE571000-184001	SE571000-184001	Ö Gotlands s kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571000-184001	2006-12-31	2010	Ö Gotlands s kustvatten_(57.19,18.63)	N	 	 	211150.2433	370003976.2	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
87	Polygon	SE535BF32C-1567-4742-B8BC-D260ABF7C9AC	WA79066426	SE571800-184300	SE571800-184300	Lausvik	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571800-184300	2006-12-31	2010	Lausvik_(57.29,18.71)	N	 	 	22151.22137	22715092.62	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
91	Polygon	SEAF3A0D41-BE9E-4A05-988C-576B39676933	WA59516426	SE572110-170620	SE572110-170620	Grankullaviken	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572110-170620	2006-12-31	2010	Grankullaviken_(57.35,17.1)	N	 	 	14335.67783	6392606.102	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
96	Polygon	SED1CE851A-1B22-4A9B-BA8E-74DFCDB6F94E	WA60397090	SE572350-180930	SE572350-180930	Klintehamnsviken sek namn	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572350-180930	2006-12-31	2010	Klintehamnsviken sek namn_(57.42,18.13)	N	 	 	30298.92568	16599536.36	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
109	Polygon	SEC03E2DCD-4F8F-42A8-B918-32F02A1EA7D1	WA35955800	SE573200-185701	SE573200-185701	Ö Gotlands m kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573200-185701	2006-12-31	2010	Ö Gotlands m kustvatten_(57.52,18.86)	N	 	 	99986.03893	191763610.4	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
130	Polygon	SEF79066B1-EF4C-42B0-8026-0A1966AC3CD4	WA87715877	SE574170-190001	SE574170-190001	Ö Gotlands n kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574170-190001	2006-12-31	2010	Ö Gotlands n kustvatten_(57.69,18.97)	N	 	 	145108.4812	215253270	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
149	Polygon	SEE07B333D-B3A8-4AEB-9D1A-A0838F9761FF	WA16899468	SE575150-190400	SE575150-190400	Fårösund	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575150-190400	2006-12-31	2010	Fårösund_(57.88,19.04)	N	 	 	30003.07671	21143088.49	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
151	Polygon	SE221B7D8F-28C8-4200-B836-FB60556EC4B3	WA78152661	SE575300-191801	SE575300-191801	Fårö sö kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575300-191801	2006-12-31	2010	Fårö sö kustvatten_(57.88,19.23)	N	 	 	66661.78496	114391246.5	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
157	Polygon	SE87DA8B70-66E8-477A-9E85-DCAC326D4219	WA39136764	SE575480-191200	SE575480-191200	Kyrkviken	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575480-191200	2006-12-31	2010	Kyrkviken_(57.92,19.18)	N	 	 	18529.78934	16217738.62	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
159	Polygon	SE68C9999D-4146-4E39-A404-121677D9970E	WA19432633	SE575620-191550	SE575620-191550	Sudersandsviken	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575620-191550	2006-12-31	2010	Sudersandsviken_(57.94,19.25)	N	 	 	13211.2283	11541945.77	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
167	Polygon	SEC0B30851-9774-41E5-994F-9E40C86E135C	WA95236754	SE575920-191650	SE575920-191650	Ajkesvik	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575920-191650	2006-12-31	2010	Ajkesvik_(57.99,19.26)	N	 	 	14024.44177	10241170.27	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
228	Polygon	SEA8580E73-544B-4F58-9052-99412F6B2406	WA66745590	SE582150-191901	SE582150-191901	Gotskasandöns s kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582150-191901	2006-12-31	2010	Gotskasandöns s kustvatten_(58.35,19.33)	N	 	 	20718.23033	16297196.64	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
229	Polygon	SEE27C5B5F-891F-4961-AC9D-8E97029C9D5F	WA77470092	SE582200-191201	SE582200-191201	Gotskasandöns v kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582200-191201	2006-12-31	2010	Gotskasandöns v kustvatten_(58.35,19.19)	N	 	 	35985.70318	30480394.83	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
233	Polygon	SE9D782BEF-5111-4B23-9262-DA573670EBF8	WA67084620	SE582350-191651	SE582350-191651	Gotskasandöns n kustvatten	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582350-191651	2006-12-31	2010	Gotskasandöns n kustvatten_(58.39,19.29)	N	 	 	16859.52829	12471443.65	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
551	Polygon	SE0A612053-1970-4EFE-ABBF-191BABF5DEB6	WA57365178	SE640066-167754	SE640066-167754	Bogevik	10	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640066-167754	2007-03-29	2010	Bogevik_(57.7,18.78)	N	 	 	10834.032	2037390.25	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
89	Polygon	SEB68D8C80-8117-4410-A02A-3055B752AE2E	WA52967405	SE572000-180001	SE572000-180001	V Gotlands m kustvatten	11	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572000-180001	2006-12-31	2010	V Gotlands m kustvatten_(57.38,18.08)	N	 	 	88973.46372	162190238	11	11 - Gotlands västra och norra kustvatten
137	Polygon	SEF41A7158-8EC6-4201-B5C9-3E5F8541198B	WA18867043	SE574520-182151	SE574520-182151	Gotlands nv kustvatten	11	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574520-182151	2006-12-31	2010	Gotlands nv kustvatten_(57.74,18.38)	N	 	 	130488.7455	113306070.2	11	11 - Gotlands västra och norra kustvatten
150	Polygon	SEAB83A1C0-39B0-4F89-AA10-07932063033A	WA47853443	SE575170-183550	SE575170-183550	Irevik	11	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575170-183550	2006-12-31	2010	Irevik_(57.86,18.59)	N	 	 	21554.27297	16237264.76	11	11 - Gotlands västra och norra kustvatten
156	Polygon	SEF83DAC5D-5E49-4D7A-97B2-AD26F0951D7C	WA12302763	SE575480-184830	SE575480-184830	Kappelshamnsviken	11	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575480-184830	2006-12-31	2010	Kappelshamnsviken_(57.89,18.8)	N	 	 	34658.44031	34532906.98	11	11 - Gotlands västra och norra kustvatten
